family,subfamily_sci,subfamily_common,sciName,comName,BAMONA,date.observed,number,observer,year,month,day,location,source,image
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,7/23/2017,1,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Cupido comyntas,Eastern Tailed-blue,https://www.butterfliesandmoths.org/species/Cupido-comyntas,7/23/2017,2,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Cupido comyntas,Eastern Tailed-blue,https://www.butterfliesandmoths.org/species/Cupido-comyntas,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Cupido comyntas,Eastern Tailed-blue,https://www.butterfliesandmoths.org/species/Cupido-comyntas,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Strymon melinus,Gray Hairstreak,https://www.butterfliesandmoths.org/species/Strymon-melinus,7/23/2017,1,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina neglecta,Summer Azure,https://www.butterfliesandmoths.org/species/Celastrina-neglecta,7/23/2017,1,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/23/2017,7,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,7/23/2017,5,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,7/23/2017,1,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa celtis,Hackberry Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-celtis,7/23/2017,3,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Enodia anthedon,Northern Pearly-eye,https://www.butterfliesandmoths.org/species/Enodia-anthedon,7/23/2017,3,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Enodia anthedon,Northern Pearly-eye,https://www.butterfliesandmoths.org/species/Enodia-anthedon,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Enodia anthedon,Northern Pearly-eye,https://www.butterfliesandmoths.org/species/Enodia-anthedon,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Enodia anthedon,Northern Pearly-eye,https://www.butterfliesandmoths.org/species/Enodia-anthedon,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Enodia anthedon,Northern Pearly-eye,https://www.butterfliesandmoths.org/species/Enodia-anthedon,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,7/23/2017,2,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,7/23/2017,6,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,7/23/2017,1,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,7/23/2017,1,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio troilus,Spicebush Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-troilus,7/23/2017,1,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio troilus,Spicebush Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-troilus,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,7/23/2017,7,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,7/23/2017,8,laura hamon and matt nielsen and elizabeth moore and kati moore and ellen brown,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,7/23/2017,1,kati moore and laura hamon,2017,7,23,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Satyrodes appalachia,Appalachian Brown,https://www.butterfliesandmoths.org/species/Satyrodes-appalachia,7/28/2017,1,lucretia kinney,2017,7,28,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,7/28/2017,1,lucretia kinney,2017,7,28,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,7/28/2017,1,lucretia kinney,2017,7,28,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,7/28/2017,4,lucretia kinney,2017,7,28,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,7/28/2017,2,lucretia kinney,2017,7,28,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Erynnis horatius,Horace's Duskywing,https://www.butterfliesandmoths.org/species/Erynnis-horatius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Erynnis horatius,Horace's Duskywing,https://www.butterfliesandmoths.org/species/Erynnis-horatius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,7/30/2017,2,chloe gude,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Cupido comyntas,Eastern Tailed-blue,https://www.butterfliesandmoths.org/species/Cupido-comyntas,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/30/2017,4,chloe gude,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/30/2017,1,bill dunson,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,7/30/2017,6,chloe gude,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,7/30/2017,4,bill dunson,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,7/30/2017,1,bill dunson,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa celtis,Hackberry Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-celtis,7/30/2017,1,chloe gude,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa celtis,Hackberry Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-celtis,7/30/2017,1,bill dunson,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,7/30/2017,1,chloe gude,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,7/30/2017,3,bill dunson,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,7/30/2017,1,chloe gude,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,7/30/2017,3,chloe gude,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio troilus,Spicebush Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-troilus,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,7/30/2017,2,chloe gude,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,7/30/2017,1,kati moore and laura hamon,2017,7,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Erynnis horatius,Horace's Duskywing,https://www.butterfliesandmoths.org/species/Erynnis-horatius,8/5/2017,1,kati moore and laura hamon,2017,8,5,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Panoquina ocola,Ocola Skipper,https://www.butterfliesandmoths.org/species/Panoquina-ocola,8/5/2017,1,kati moore and laura hamon,2017,8,5,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,8/5/2017,1,kati moore and laura hamon,2017,8,5,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,8/5/2017,1,kati moore and laura hamon,2017,8,5,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
